ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid;gender;edu;age;N;ACC;time_all;time_ACC;model;ACCinKJL;sdTimeACC;subj
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:09:24-04:00;-1;Space: No conclusion is possible;cooks,mayors,swimmers;1;Aq,Eq,Oq,Iq;Premise 1: No mayors are cooks;Premise 2: No mayors are swimmers;30;EE4;19539;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,66;9614,323074;73
CA;I;calculations;TXSIBM;0;2016-07-05T08:10:07-04:00;0;0: Some athletes are hunters;hunters,lawyers,athletes;1;Aq,Eq,Oq,Iq;Premise 1: Some lawyers are hunters;Premise 2: No athletes are lawyers;31;IE2;41355;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,13;9614,323074;73
NVC;NVC;calculations;TXSIBM;0;2016-07-05T08:10:29-04:00;-1;Space: No conclusion is possible;brokers,secretaries,agents;1;Aq,Eq,Oq,Iq;Premise 1: No brokers are secretaries;Premise 2: Some secretaries are agents;32;EI1;20450;Oca;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,08;9614,323074;73
NVC;NVC;calculations;TXSIBM;0;2016-07-05T08:11:24-04:00;-1;Space: No conclusion is possible;scientists,runners,chefs;1;Aq,Eq,Oq,Iq;Premise 1: No scientists are runners;Premise 2: Some chefs are runners;33;EI3;40165;Oca;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,21;9614,323074;73
AC;E;calculations;TXSIBM;1;2016-07-05T08:11:51-04:00;2;2: No sailors are chemists;sailors,potters,chemists;1;Aq,Eq,Oq,Iq;Premise 1: All sailors are potters;Premise 2: No chemists are potters;34;AE3;24349;Eac,Eca,Oac,Oca;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;1;0,81;9614,323074;73
NVC;NVC;calculations;TXSIBM;0;2016-07-05T08:12:21-04:00;-1;Space: No conclusion is possible;opticians,boxers,actuaries;1;Aq,Eq,Oq,Iq;Premise 1: Some opticians are not boxers;Premise 2: All actuaries are boxers;35;OA3;28008;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;2;0,36;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:12:47-04:00;-1;Space: No conclusion is possible;assistants,farmers,scholars;1;Aq,Eq,Oq,Iq;Premise 1: Some farmers are not assistants;Premise 2: Some farmers are not scholars;36;OO4;24684;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,66;9614,323074;73
AC;O;calculations;TXSIBM;1;2016-07-05T08:13:11-04:00;3;3: Some soldiers are not editors;soldiers,florists,editors;1;Aq,Eq,Oq,Iq;Premise 1: Some soldiers are florists;Premise 2: No florists are editors;37;IE1;21722;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,44;9614,323074;73
CA;O;calculations;TXSIBM;0;2016-07-05T08:13:28-04:00;9;9: Some painters are not auditors;auditors,cleaners,painters;1;Aq,Eq,Oq,Iq;Premise 1: Some cleaners are not auditors;Premise 2: Some painters are cleaners;38;OI2;15169;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,31;9614,323074;73
CA;I;calculations;TXSIBM;0;2016-07-05T08:14:04-04:00;0;0: Some students are cyclists;cyclists,buyers,students;1;Aq,Eq,Oq,Iq;Premise 1: No cyclists are buyers;Premise 2: Some buyers are not students;39;EO1;34186;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,28;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:14:14-04:00;-1;Space: No conclusion is possible;dentists,plumbers,lifeguards;1;Aq,Eq,Oq,Iq;Premise 1: Some dentists are plumbers;Premise 2: Some lifeguards are not plumbers;40;IO3;8655;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,49;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:14:43-04:00;-1;Space: No conclusion is possible;bankers,golfers,teachers;1;Aq,Eq,Oq,Iq;Premise 1: No bankers are golfers;Premise 2: No golfers are teachers;41;EE1;27261;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,44;9614,323074;73
AC;E;calculations;TXSIBM;1;2016-07-05T08:15:02-04:00;2;2: No models are clerks;models,managers,clerks;1;Aq,Eq,Oq,Iq;Premise 1: All models are managers;Premise 2: No managers are clerks;42;AE1;17361;Eac,Eca,Oac,Oca;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;1;0,87;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:15:14-04:00;-1;Space: No conclusion is possible;gamblers,sculptors,bakers;1;Aq,Eq,Oq,Iq;Premise 1: Some gamblers are not sculptors;Premise 2: Some bakers are not sculptors;43;OO3;9929;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,64;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:15:27-04:00;-1;Space: No conclusion is possible;tailors,pilots,singers;1;Aq,Eq,Oq,Iq;Premise 1: Some pilots are tailors;Premise 2: Some pilots are singers;44;II4;11380;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,61;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:15:49-04:00;-1;Space: No conclusion is possible;actors,workers,painters;1;Aq,Eq,Oq,Iq;Premise 1: No workers are actors;Premise 2: Some painters are not workers;45;EO2;20150;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,47;9614,323074;73
CA;O;calculations;TXSIBM;1;2016-07-05T08:16:06-04:00;9;9: Some divers are not linguists;linguists,carpenters,divers;1;Aq,Eq,Oq,Iq;Premise 1: All linguists are carpenters;Premise 2: Some divers are not carpenters;46;AO3;15161;Oca;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;2;0,4;9614,323074;73
CA;A;calculations;TXSIBM;1;2016-07-05T08:16:25-04:00;7;7: All poets are miners;miners,skaters,poets;1;Aq,Eq,Oq,Iq;Premise 1: All skaters are miners;Premise 2: All poets are skaters;47;AA2;17345;Aca,Iac,Ica;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;1;0,54;9614,323074;73
NVC;NVC;calculations;TXSIBM;0;2016-07-05T08:16:58-04:00;-1;Space: No conclusion is possible;hunters,lawyers,athletes;1;Aq,Eq,Oq,Iq;Premise 1: All lawyers are hunters;Premise 2: No athletes are lawyers;48;AE2;21718;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,01;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:17:09-04:00;-1;Space: No conclusion is possible;planners,surfers,artists;1;Aq,Eq,Oq,Iq;Premise 1: All planners are surfers;Premise 2: Some artists are surfers;49;AI3;9330;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,37;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:17:18-04:00;-1;Space: No conclusion is possible;drillers,actors,nurses;1;Aq,Eq,Oq,Iq;Premise 1: All drillers are actors;Premise 2: All nurses are actors;50;AA3;7491;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,31;9614,323074;73
AC;O;calculations;TXSIBM;0;2016-07-05T08:17:44-04:00;3;3: Some waiters are not cashiers;waiters,poets,cashiers;1;Aq,Eq,Oq,Iq;Premise 1: All waiters are poets;Premise 2: Some poets are not cashiers;51;AO1;24081;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,14;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:18:06-04:00;-1;Space: No conclusion is possible;travelers,novelists,analysts;1;Aq,Eq,Oq,Iq;Premise 1: Some travelers are novelists;Premise 2: Some analysts are novelists;52;II3;20006;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,51;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:18:38-04:00;-1;Space: No conclusion is possible;joggers,counselors,riders;1;Aq,Eq,Oq,Iq;Premise 1: Some counselors are joggers;Premise 2: Some riders are not counselors;53;IO2;29940;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,31;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:19:02-04:00;-1;Space: No conclusion is possible;mayors,swimmers,cooks;1;Aq,Eq,Oq,Iq;Premise 1: No swimmers are mayors;Premise 2: Some swimmers are not cooks;54;EO4;22259;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,57;9614,323074;73
AC;I;calculations;TXSIBM;0;2016-07-05T08:19:22-04:00;4;4: Some tutors are packers;tutors,butchers,packers;1;Aq,Eq,Oq,Iq;Premise 1: All tutors are butchers;Premise 2: Some butchers are packers;55;AI1;18462;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,16;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:19:39-04:00;-1;Space: No conclusion is possible;brewers,judges,porters;1;Aq,Eq,Oq,Iq;Premise 1: Some judges are not brewers;Premise 2: Some porters are not judges;56;OO2;15684;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,42;9614,323074;73
AC;O;calculations;TXSIBM;1;2016-07-05T08:19:51-04:00;3;3: Some climbers are not therapists;climbers,skaters,therapists;1;Aq,Eq,Oq,Iq;Premise 1: All skaters are climbers;Premise 2: Some skaters are not therapists;57;AO4;10214;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;2;0,54;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:20:34-04:00;-1;Space: No conclusion is possible;dancers,boxers,typists;1;Aq,Eq,Oq,Iq;Premise 1: Some boxers are not dancers;Premise 2: No boxers are typists;58;OE4;41508;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,49;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:20:54-04:00;-1;Space: No conclusion is possible;jugglers,investors,barbers;1;Aq,Eq,Oq,Iq;Premise 1: Some jugglers are not investors;Premise 2: Some investors are barbers;59;OI1;17301;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,36;9614,323074;73
AC;O;calculations;TXSIBM;0;2016-07-05T08:21:21-04:00;3;3: Some hikers are not drivers;hikers,writers,drivers;1;Aq,Eq,Oq,Iq;Premise 1: Some hikers are not writers;Premise 2: No writers are drivers;60;OE1;25783;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,37;9614,323074;73
NVC;NVC;calculations;TXSIBM;1;2016-07-05T08:21:37-04:00;-1;Space: No conclusion is possible;doctors,tellers,climbers;1;Aq,Eq,Oq,Iq;Premise 1: Some tellers are not doctors;Premise 2: No climbers are tellers;61;OE2;13860;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,51;9614,323074;73
CA;O;calculations;TXSIBM;0;2016-07-05T08:21:56-04:00;9;9: Some campers are not engineers;engineers,fencers,campers;1;Aq,Eq,Oq,Iq;Premise 1: All fencers are engineers;Premise 2: Some campers are not fencers;62;AO2;17300;NVC;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;NVC;0,17;9614,323074;73
NVC;NVC;calculations;TXSIBM;0;2016-07-05T08:22:16-04:00;-1;Space: No conclusion is possible;trainers,architects,designers;1;Aq,Eq,Oq,Iq;Premise 1: Some trainers are architects;Premise 2: No designers are architects;63;IE3;18605;Oac;281;TXSIBM;female;Associates Degree;50;64;0,578125;24237,90625;19795,32432;3;0,2;9614,323074;73
AC;A;default;OUCALY;0;2016-07-05T12:51:07+01:00;1;1: All actors are workers;actors,workers,painters;0;Aq,Iq,Oq,Eq;Premise 1: All actors are workers;NA;0;A_1;5626;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;#N/A;#N/A;9561,01353;74
AC;E;default;OUCALY;0;2016-07-05T12:51:11+01:00;4;4: No planners are surfers;planners,surfers,artists;0;Aq,Iq,Oq,Eq;Premise 1: No planners are surfers;NA;1;E_1;2599;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;#N/A;#N/A;9561,01353;74
AC;I;default;OUCALY;0;2016-07-05T12:51:16+01:00;2;2: Some designers are trainers;designers,trainers,architects;0;Aq,Iq,Oq,Eq;Premise 1: Some designers are trainers;NA;2;I_1;3365;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;#N/A;#N/A;9561,01353;74
AC;O;default;OUCALY;0;2016-07-05T12:51:21+01:00;3;3: Some drillers are not nurses;drillers,nurses,actors;0;Aq,Iq,Oq,Eq;Premise 1: Some drillers are not nurses;NA;3;O_1;3695;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;#N/A;#N/A;9561,01353;74
CA;I;default;OUCALY;1;2016-07-05T12:59:03+01:00;8;8: Some butchers are tutors;tutors,packers,butchers;0;Aq,Iq,Oq,Eq;Premise 1: All packers are tutors;Premise 2: Some butchers are packers;0;AI2;8963;Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,9;9561,01353;74
CA;E;default;OUCALY;1;2016-07-05T12:59:19+01:00;0;0: No cyclists are buyers;buyers,students,cyclists;0;Aq,Iq,Oq,Eq;Premise 1: No buyers are students;Premise 2: All cyclists are students;1;EA3;14622;Eac,Eca,Oac,Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,8;9561,01353;74
AC;A;default;OUCALY;1;2016-07-05T12:59:27+01:00;1;1: All fencers are campers;fencers,engineers,campers;0;Aq,Iq,Oq,Eq;Premise 1: All fencers are engineers;Premise 2: All engineers are campers;2;AA1;5795;Aac,Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,88;9561,01353;74
AC;I;default;OUCALY;1;2016-07-05T12:59:46+01:00;2;2: Some skaters are therapists;skaters,climbers,therapists;0;Aq,Iq,Oq,Eq;Premise 1: Some climbers are skaters;Premise 2: All climbers are therapists;3;IA4;18154;Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,81;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:00:38+01:00;-1;Space: No conclusion is possible;porters,judges,brewers;0;Aq,Iq,Oq,Eq;Premise 1: Some judges are not porters;Premise 2: No judges are brewers;4;OE4;49862;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,49;9561,01353;74
NVC;NVC;default;OUCALY;0;2016-07-05T13:01:02+01:00;-1;Space: No conclusion is possible;waiters,cashiers,poets;0;Aq,Iq,Oq,Eq;Premise 1: Some cashiers are waiters;Premise 2: No poets are cashiers;5;IE2;22247;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,13;9561,01353;74
CA;O;default;OUCALY;1;2016-07-05T13:01:14+01:00;9;9: Some drillers are not actors;actors,nurses,drillers;0;Aq,Iq,Oq,Eq;Premise 1: Some nurses are not actors;Premise 2: All nurses are drillers;6;OA4;11339;Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;2;0,42;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:01:39+01:00;-1;Space: No conclusion is possible;singers,tailors,pilots;0;Aq,Iq,Oq,Eq;Premise 1: No tailors are singers;Premise 2: No pilots are tailors;7;EE2;23341;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,44;9561,01353;74
AC;O;default;OUCALY;0;2016-07-05T13:01:55+01:00;3;3: Some climbers are not doctors;climbers,tellers,doctors;0;Aq,Iq,Oq,Eq;Premise 1: All climbers are tellers;Premise 2: Some tellers are not doctors;8;AO1;14019;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,14;9561,01353;74
NVC;NVC;default;OUCALY;0;2016-07-05T13:02:15+01:00;-1;Space: No conclusion is possible;golfers,teachers,bankers;0;Aq,Iq,Oq,Eq;Premise 1: All teachers are golfers;Premise 2: No bankers are teachers;9;AE2;18813;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,01;9561,01353;74
CA;A;default;OUCALY;1;2016-07-05T13:02:26+01:00;7;7: All surfers are planners;planners,artists,surfers;0;Aq,Iq,Oq,Eq;Premise 1: All artists are planners;Premise 2: All surfers are artists;10;AA2;9515;Aca,Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,54;9561,01353;74
NVC;NVC;default;OUCALY;0;2016-07-05T13:02:37+01:00;-1;Space: No conclusion is possible;painters,cleaners,auditors;0;Aq,Iq,Oq,Eq;Premise 1: No cleaners are painters;Premise 2: All cleaners are auditors;11;EA4;8791;Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,09;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:02:51+01:00;-1;Space: No conclusion is possible;scholars,assistants,farmers;0;Aq,Iq,Oq,Eq;Premise 1: All scholars are assistants;Premise 2: All farmers are assistants;12;AA3;12367;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,31;9561,01353;74
CA;I;default;OUCALY;1;2016-07-05T13:03:09+01:00;8;8: Some lawyers are hunters;hunters,athletes,lawyers;0;Aq,Iq,Oq,Eq;Premise 1: All athletes are hunters;Premise 2: Some athletes are lawyers;13;AI4;6430;Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,83;9561,01353;74
AC;O;default;OUCALY;1;2016-07-05T13:03:28+01:00;3;3: Some actors are not painters;actors,workers,painters;0;Aq,Iq,Oq,Eq;Premise 1: Some workers are actors;Premise 2: No workers are painters;14;IE4;17282;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,28;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:03:52+01:00;-1;Space: No conclusion is possible;brokers,agents,secretaries;0;Aq,Iq,Oq,Eq;Premise 1: No brokers are agents;Premise 2: Some secretaries are not agents;15;EO3;22653;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,49;9561,01353;74
CA;O;default;OUCALY;0;2016-07-05T13:04:03+01:00;9;9: Some linguists are not carpenters;carpenters,divers,linguists;0;Aq,Iq,Oq,Eq;Premise 1: Some divers are not carpenters;Premise 2: All linguists are divers;16;OA2;9977;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,13;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:04:18+01:00;-1;Space: No conclusion is possible;gamblers,sculptors,bakers;0;Aq,Iq,Oq,Eq;Premise 1: Some sculptors are not gamblers;Premise 2: Some sculptors are not bakers;17;OO4;13046;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,66;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:04:33+01:00;-1;Space: No conclusion is possible;soldiers,editors,florists;0;Aq,Iq,Oq,Eq;Premise 1: Some editors are soldiers;Premise 2: Some florists are not editors;18;IO2;13519;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,31;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:04:44+01:00;-1;Space: No conclusion is possible;boxers,actuaries,opticians;0;Aq,Iq,Oq,Eq;Premise 1: Some boxers are actuaries;Premise 2: Some opticians are not actuaries;19;IO3;9475;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,49;9561,01353;74
CA;O;default;OUCALY;1;2016-07-05T13:05:06+01:00;9;9: Some lifeguards are not dentists;dentists,plumbers,lifeguards;0;Aq,Iq,Oq,Eq;Premise 1: No dentists are plumbers;Premise 2: Some lifeguards are plumbers;20;EI3;20942;Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,21;9561,01353;74
CA;E;default;OUCALY;1;2016-07-05T13:05:17+01:00;0;0: No boxers are typists;typists,dancers,boxers;0;Aq,Iq,Oq,Eq;Premise 1: No dancers are typists;Premise 2: All boxers are dancers;21;EA2;9052;Eac,Eca,Oac,Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,78;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:05:39+01:00;-1;Space: No conclusion is possible;travelers,analysts,novelists;0;Aq,Iq,Oq,Eq;Premise 1: Some travelers are analysts;Premise 2: All novelists are analysts;22;IA3;20672;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,28;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:05:51+01:00;-1;Space: No conclusion is possible;designers,trainers,architects;0;Aq,Iq,Oq,Eq;Premise 1: No designers are trainers;Premise 2: No architects are trainers;23;EE3;9897;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,76;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:06:22+01:00;-1;Space: No conclusion is possible;clerks,managers,models;0;Aq,Iq,Oq,Eq;Premise 1: Some managers are not clerks;Premise 2: No models are managers;24;OE2;30129;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,51;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:06:49+01:00;-1;Space: No conclusion is possible;hikers,writers,drivers;0;Aq,Iq,Oq,Eq;Premise 1: No writers are hikers;Premise 2: Some drivers are not writers;25;EO2;25039;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,47;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:07:00+01:00;-1;Space: No conclusion is possible;investors,barbers,jugglers;0;Aq,Iq,Oq,Eq;Premise 1: Some investors are not barbers;Premise 2: Some jugglers are not barbers;26;OO3;8935;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,64;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:07:26+01:00;-1;Space: No conclusion is possible;poets,miners,skaters;0;Aq,Iq,Oq,Eq;Premise 1: Some poets are not miners;Premise 2: Some skaters are miners;27;OI3;24676;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,49;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:07:54+01:00;-1;Space: No conclusion is possible;cooks,mayors,swimmers;0;Aq,Iq,Oq,Eq;Premise 1: Some mayors are not cooks;Premise 2: Some swimmers are not mayors;28;OO2;26849;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,42;9561,01353;74
AC;I;default;OUCALY;0;2016-07-05T13:08:08+01:00;2;2: Some joggers are counselors;joggers,riders,counselors;0;Aq,Iq,Oq,Eq;Premise 1: All joggers are riders;Premise 2: Some riders are counselors;29;AI1;11888;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,16;9561,01353;74
AC;O;default;OUCALY;1;2016-07-05T13:09:05+01:00;3;3: Some chemists are not potters;chemists,sailors,potters;0;Aq,Iq,Oq,Eq;Premise 1: All sailors are chemists;Premise 2: No sailors are potters;30;AE4;19557;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,08;9561,01353;74
AC;I;default;OUCALY;1;2016-07-05T13:09:16+01:00;2;2: Some runners are scientists;runners,chefs,scientists;0;Aq,Iq,Oq,Eq;Premise 1: Some runners are chefs;Premise 2: All chefs are scientists;31;IA1;9683;Iac,Ica;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,88;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:09:29+01:00;-1;Space: No conclusion is possible;barbers,investors,jugglers;0;Aq,Iq,Oq,Eq;Premise 1: Some barbers are investors;Premise 2: Some investors are not jugglers;32;IO1;11213;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,36;9561,01353;74
CA;O;default;OUCALY;0;2016-07-05T13:09:51+01:00;9;9: Some runners are not scientists;scientists,chefs,runners;0;Aq,Iq,Oq,Eq;Premise 1: No chefs are scientists;Premise 2: Some chefs are not runners;33;EO4;20508;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,57;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:10:02+01:00;-1;Space: No conclusion is possible;sculptors,gamblers,bakers;0;Aq,Iq,Oq,Eq;Premise 1: No gamblers are sculptors;Premise 2: No gamblers are bakers;34;EE4;9851;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,66;9561,01353;74
CA;O;default;OUCALY;0;2016-07-05T13:10:26+01:00;9;9: Some butchers are not tutors;tutors,packers,butchers;0;Aq,Iq,Oq,Eq;Premise 1: Some tutors are not packers;Premise 2: All butchers are packers;35;OA3;21756;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;2;0,36;9561,01353;74
CA;I;default;OUCALY;0;2016-07-05T13:10:46+01:00;8;8: Some farmers are scholars;scholars,assistants,farmers;0;Aq,Iq,Oq,Eq;Premise 1: All assistants are scholars;Premise 2: Some farmers are not assistants;36;AO2;18443;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,17;9561,01353;74
AC;E;default;OUCALY;1;2016-07-05T13:11:01+01:00;4;4: No florists are editors;florists,soldiers,editors;0;Aq,Iq,Oq,Eq;Premise 1: All florists are soldiers;Premise 2: No soldiers are editors;37;AE1;13997;Eac,Eca,Oac,Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;1;0,87;9561,01353;74
NVC;NVC;default;OUCALY;0;2016-07-05T13:11:32+01:00;-1;Space: No conclusion is possible;clerks,managers,models;0;Aq,Iq,Oq,Eq;Premise 1: No clerks are managers;Premise 2: Some managers are models;38;EI1;29058;Oca;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,08;9561,01353;74
AC;O;default;OUCALY;1;2016-07-05T13:11:43+01:00;3;3: Some porters are not brewers;porters,judges,brewers;0;Aq,Iq,Oq,Eq;Premise 1: Some porters are judges;Premise 2: No judges are brewers;39;IE1;10199;Oac;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;3;0,44;9561,01353;74
NVC;NVC;default;OUCALY;1;2016-07-05T13:11:55+01:00;-1;Space: No conclusion is possible;climbers,doctors,tellers;0;Aq,Iq,Oq,Eq;Premise 1: Some climbers are not doctors;Premise 2: Some doctors are not tellers;40;OO1;9990;NVC;288;OUCALY;male;MScR;27;64;0,75;16067,03125;15556,75;NVC;0,37;9561,01353;74
